time,depot,availability,dt_h,day,energy_required_MWh,charger_power_MW,charging_efficiency,base_load_MW
2026-01-01 03:00:00+01:00,Postnord,1.0,1.0,2026-01-01 00:00:00+01:00,1.5,0.418,0.92,0.4586492813
2026-01-01 03:00:00+01:00,Airmee,1.0,1.0,2026-01-01 00:00:00+01:00,0.432,0.132,0.92,0.1491164778
2026-01-01 04:00:00+01:00,ICA,1.0,1.0,2026-01-01 00:00:00+01:00,3.48,0.776,0.92,0.8389215461
2026-01-01 04:00:00+01:00,Mathem,1.0,1.0,2026-01-01 00:00:00+01:00,1.134,0.286,0.92,0.5164261914
2026-01-01 04:00:00+01:00,Postnord,0.0,1.0,2026-01-01 00:00:00+01:00,1.5,0.418,0.92,0.4186296537
2026-01-01 04:00:00+01:00,Airmee,1.0,1.0,2026-01-01 00:00:00+01:00,0.432,0.132,0.92,0.14873146639999998
2026-01-01 05:00:00+01:00,ICA,0.0,1.0,2026-01-01 00:00:00+01:00,3.48,0.776,0.92,1.219843503
2026-01-01 05:00:00+01:00,Mathem,1.0,1.0,2026-01-01 00:00:00+01:00,1.134,0.286,0.92,0.7884513518
2026-01-01 05:00:00+01:00,Postnord,0.0,1.0,2026-01-01 00:00:00+01:00,1.5,0.418,0.92,1.0457284420000001
2026-01-01 05:00:00+01:00,Airmee,1.0,1.0,2026-01-01 00:00:00+01:00,0.432,0.132,0.92,0.31548784669999996
2026-01-01 06:00:00+01:00,ICA,0.0,1.0,2026-01-01 00:00:00+01:00,3.48,0.776,0.92,1.358134234
2026-01-01 06:00:00+01:00,Mathem,1.0,1.0,2026-01-01 00:00:00+01:00,1.134,0.286,0.92,0.8949103283
2026-01-01 06:00:00+01:00,Postnord,0.0,1.0,2026-01-01 00:00:00+01:00,1.5,0.418,0.92,1.240317092
2026-01-01 06:00:00+01:00,Airmee,1.0,1.0,2026-01-01 00:00:00+01:00,0.432,0.132,0.92,0.3981937097
2026-01-01 07:00:00+01:00,ICA,0.0,1.0,2026-01-01 00:00:00+01:00,3.48,0.776,0.92,1.366521688
2026-01-01 07:00:00+01:00,Mathem,0.0,1.0,2026-01-01 00:00:00+01:00,1.134,0.286,0.92,0.8868899996
2026-01-01 07:00:00+01:00,Postnord,0.0,1.0,2026-01-01 00:00:00+01:00,1.5,0.418,0.92,1.260258607
2026-01-01 07:00:00+01:00,Airmee,1.0,1.0,2026-01-01 00:00:00+01:00,0.432,0.132,0.92,0.378633218
2026-01-01 08:00:00+01:00,ICA,0.0,1.0,2026-01-01 00:00:00+01:00,3.48,0.776,0.92,1.408639701
2026-01-01 08:00:00+01:00,Mathem,0.0,1.0,2026-01-01 00:00:00+01:00,1.134,0.286,0.92,0.9084084965
2026-01-01 08:00:00+01:00,Postnord,0.0,1.0,2026-01-01 00:00:00+01:00,1.5,0.418,0.92,1.279599894
2026-01-01 08:00:00+01:00,Airmee,0.0,1.0,2026-01-01 00:00:00+01:00,0.432,0.132,0.92,0.3923707002
2026-01-01 09:00:00+01:00,ICA,0.0,1.0,2026-01-01 00:00:00+01:00,3.48,0.776,0.92,1.376122015
2026-01-01 09:00:00+01:00,Mathem,0.0,1.0,2026-01-01 00:00:00+01:00,1.134,0.286,0.92,0.9208904791
2026-01-01 09:00:00+01:00,Postnord,0.0,1.0,2026-01-01 00:00:00+01:00,1.5,0.418,0.92,1.272979417
2026-01-01 09:00:00+01:00,Airmee,0.0,1.0,2026-01-01 00:00:00+01:00,0.432,0.132,0.92,0.3805233809
2026-01-01 10:00:00+01:00,ICA,0.0,1.0,2026-01-01 00:00:00+01:00,3.48,0.776,0.92,1.3983474120000001
2026-01-01 10:00:00+01:00,Mathem,0.0,1.0,2026-01-01 00:00:00+01:00,1.134,0.286,0.92,0.9177179781
2026-01-01 10:00:00+01:00,Postnord,0.0,1.0,2026-01-01 00:00:00+01:00,1.5,0.418,0.92,1.29074281
2026-01-01 10:00:00+01:00,Airmee,0.0,1.0,2026-01-01 00:00:00+01:00,0.432,0.132,0.92,0.3721574764
2026-01-01 11:00:00+01:00,ICA,0.0,1.0,2026-01-01 00:00:00+01:00,3.48,0.776,0.92,1.27642518
2026-01-01 11:00:00+01:00,Mathem,0.0,1.0,2026-01-01 00:00:00+01:00,1.134,0.286,0.92,0.8437788792
2026-01-01 11:00:00+01:00,Postnord,0.0,1.0,2026-01-01 00:00:00+01:00,1.5,0.418,0.92,1.096919047
2026-01-01 11:00:00+01:00,Airmee,0.0,1.0,2026-01-01 00:00:00+01:00,0.432,0.132,0.92,0.3228280703
2026-01-01 12:00:00+01:00,ICA,0.0,1.0,2026-01-01 00:00:00+01:00,3.48,0.776,0.92,1.256576013
2026-01-01 12:00:00+01:00,Mathem,0.0,1.0,2026-01-01 00:00:00+01:00,1.134,0.286,0.92,0.8216485418
2026-01-01 12:00:00+01:00,Postnord,0.0,1.0,2026-01-01 00:00:00+01:00,1.5,0.418,0.92,1.0871812420000002
2026-01-01 12:00:00+01:00,Airmee,0.0,1.0,2026-01-01 00:00:00+01:00,0.432,0.132,0.92,0.3509203018
2026-01-01 13:00:00+01:00,ICA,0.0,1.0,2026-01-01 00:00:00+01:00,3.48,0.776,0.92,1.281204177
2026-01-01 13:00:00+01:00,Mathem,0.0,1.0,2026-01-01 00:00:00+01:00,1.134,0.286,0.92,0.8471637775
2026-01-01 13:00:00+01:00,Postnord,0.0,1.0,2026-01-01 00:00:00+01:00,1.5,0.418,0.92,1.111351845
2026-01-01 13:00:00+01:00,Airmee,0.0,1.0,2026-01-01 00:00:00+01:00,0.432,0.132,0.92,0.3514468772
2026-01-01 14:00:00+01:00,ICA,0.0,1.0,2026-01-01 00:00:00+01:00,3.48,0.776,0.92,1.294397698
2026-01-01 14:00:00+01:00,Mathem,0.0,1.0,2026-01-01 00:00:00+01:00,1.134,0.286,0.92,0.8556446120000001
2026-01-01 14:00:00+01:00,Postnord,0.0,1.0,2026-01-01 00:00:00+01:00,1.5,0.418,0.92,1.124228674
2026-01-01 14:00:00+01:00,Airmee,0.0,1.0,2026-01-01 00:00:00+01:00,0.432,0.132,0.92,0.36665680429999997
2026-01-01 15:00:00+01:00,ICA,0.0,1.0,2026-01-01 00:00:00+01:00,3.48,0.776,0.92,1.306581987
2026-01-01 15:00:00+01:00,Mathem,0.0,1.0,2026-01-01 00:00:00+01:00,1.134,0.286,0.92,0.8448232215
2026-01-01 15:00:00+01:00,Postnord,0.0,1.0,2026-01-01 00:00:00+01:00,1.5,0.418,0.92,1.125527913
2026-01-01 15:00:00+01:00,Airmee,0.0,1.0,2026-01-01 00:00:00+01:00,0.432,0.132,0.92,0.3666990517
2026-01-01 16:00:00+01:00,ICA,0.0,1.0,2026-01-01 00:00:00+01:00,3.48,0.776,0.92,1.488973075
2026-01-01 16:00:00+01:00,Mathem,0.0,1.0,2026-01-01 00:00:00+01:00,1.134,0.286,0.92,0.9814775364
2026-01-01 16:00:00+01:00,Postnord,0.0,1.0,2026-01-01 00:00:00+01:00,1.5,0.418,0.92,1.404707308
2026-01-01 16:00:00+01:00,Airmee,0.0,1.0,2026-01-01 00:00:00+01:00,0.432,0.132,0.92,0.4161628624
2026-01-01 17:00:00+01:00,ICA,0.0,1.0,2026-01-01 00:00:00+01:00,3.48,0.776,0.92,1.490395731
2026-01-01 17:00:00+01:00,Mathem,0.0,1.0,2026-01-01 00:00:00+01:00,1.134,0.286,0.92,0.9723744266
2026-01-01 17:00:00+01:00,Postnord,0.0,1.0,2026-01-01 00:00:00+01:00,1.5,0.418,0.92,1.382266253
2026-01-01 17:00:00+01:00,Airmee,0.0,1.0,2026-01-01 00:00:00+01:00,0.432,0.132,0.92,0.4457613278
2026-01-01 18:00:00+01:00,ICA,0.0,1.0,2026-01-01 00:00:00+01:00,3.48,0.776,0.92,1.493556125
2026-01-01 18:00:00+01:00,Mathem,0.0,1.0,2026-01-01 00:00:00+01:00,1.134,0.286,0.92,0.9536007558
2026-01-01 18:00:00+01:00,Postnord,0.0,1.0,2026-01-01 00:00:00+01:00,1.5,0.418,0.92,1.406295746
2026-01-01 18:00:00+01:00,Airmee,0.0,1.0,2026-01-01 00:00:00+01:00,0.432,0.132,0.92,0.43600011590000004
2026-01-01 19:00:00+01:00,ICA,0.0,1.0,2026-01-01 00:00:00+01:00,3.48,0.776,0.92,1.460464089
2026-01-01 19:00:00+01:00,Mathem,0.0,1.0,2026-01-01 00:00:00+01:00,1.134,0.286,0.92,0.9708394098
2026-01-01 19:00:00+01:00,Postnord,0.0,1.0,2026-01-01 00:00:00+01:00,1.5,0.418,0.92,1.3769311130000002
2026-01-01 19:00:00+01:00,Airmee,0.0,1.0,2026-01-01 00:00:00+01:00,0.432,0.132,0.92,0.4415421969
2026-01-01 20:00:00+01:00,ICA,0.0,1.0,2026-01-01 00:00:00+01:00,3.48,0.776,0.92,1.448290632
2026-01-01 20:00:00+01:00,Mathem,0.0,1.0,2026-01-01 00:00:00+01:00,1.134,0.286,0.92,0.9618961457
2026-01-01 20:00:00+01:00,Postnord,0.0,1.0,2026-01-01 00:00:00+01:00,1.5,0.418,0.92,1.368814839
2026-01-01 20:00:00+01:00,Airmee,1.0,1.0,2026-01-01 00:00:00+01:00,0.432,0.132,0.92,0.4316610635
2026-01-01 21:00:00+01:00,ICA,0.0,1.0,2026-01-01 00:00:00+01:00,3.48,0.776,0.92,1.3256650779999999
2026-01-01 21:00:00+01:00,Mathem,0.0,1.0,2026-01-01 00:00:00+01:00,1.134,0.286,0.92,0.8464532493
2026-01-01 21:00:00+01:00,Postnord,0.0,1.0,2026-01-01 00:00:00+01:00,1.5,0.418,0.92,1.147245984
2026-01-01 21:00:00+01:00,Airmee,1.0,1.0,2026-01-01 00:00:00+01:00,0.432,0.132,0.92,0.3492068021
2026-01-01 22:00:00+01:00,ICA,0.0,1.0,2026-01-01 00:00:00+01:00,3.48,0.776,0.92,1.314806511
2026-01-01 22:00:00+01:00,Mathem,1.0,1.0,2026-01-01 00:00:00+01:00,1.134,0.286,0.92,0.8677897716
2026-01-01 22:00:00+01:00,Postnord,1.0,1.0,2026-01-01 00:00:00+01:00,1.5,0.418,0.92,1.146717831
2026-01-01 22:00:00+01:00,Airmee,1.0,1.0,2026-01-01 00:00:00+01:00,0.432,0.132,0.92,0.3624360426
2026-01-01 23:00:00+01:00,ICA,1.0,1.0,2026-01-01 00:00:00+01:00,3.48,0.776,0.92,1.29779457
2026-01-01 23:00:00+01:00,Mathem,1.0,1.0,2026-01-01 00:00:00+01:00,1.134,0.286,0.92,0.8467083461
2026-01-01 23:00:00+01:00,Postnord,1.0,1.0,2026-01-01 00:00:00+01:00,1.5,0.418,0.92,1.1069823040000002
2026-01-01 23:00:00+01:00,Airmee,1.0,1.0,2026-01-01 00:00:00+01:00,0.432,0.132,0.92,0.3449676041
2026-01-02 00:00:00+01:00,ICA,1.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,0.8398949487
2026-01-02 00:00:00+01:00,Mathem,1.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.5728931945000001
2026-01-02 00:00:00+01:00,Postnord,1.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,0.4790467466
2026-01-02 00:00:00+01:00,Airmee,1.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.1924788926
2026-01-02 01:00:00+01:00,ICA,1.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,0.8756726467
2026-01-02 01:00:00+01:00,Mathem,1.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.5521187748999999
2026-01-02 01:00:00+01:00,Postnord,1.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,0.4581899446
2026-01-02 01:00:00+01:00,Airmee,1.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.1764989998
2026-01-02 02:00:00+01:00,ICA,1.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,0.8415569246
2026-01-02 02:00:00+01:00,Mathem,1.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.5213392083999999
2026-01-02 02:00:00+01:00,Postnord,1.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,0.451031397
2026-01-02 02:00:00+01:00,Airmee,1.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.1399122457
2026-01-02 03:00:00+01:00,ICA,1.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,0.8176203834
2026-01-02 03:00:00+01:00,Mathem,1.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.5358820948999999
2026-01-02 03:00:00+01:00,Postnord,1.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,0.4287024746
2026-01-02 03:00:00+01:00,Airmee,1.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.1610509297
2026-01-02 04:00:00+01:00,ICA,1.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,0.834697402
2026-01-02 04:00:00+01:00,Mathem,1.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.5110431931
2026-01-02 04:00:00+01:00,Postnord,0.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,0.4459288939
2026-01-02 04:00:00+01:00,Airmee,1.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.14982443799999998
2026-01-02 05:00:00+01:00,ICA,0.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,1.246824847
2026-01-02 05:00:00+01:00,Mathem,1.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.8235775918
2026-01-02 05:00:00+01:00,Postnord,0.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,1.062638404
2026-01-02 05:00:00+01:00,Airmee,1.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.3061603076
2026-01-02 06:00:00+01:00,ICA,0.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,1.361840635
2026-01-02 06:00:00+01:00,Mathem,1.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.8968512812
2026-01-02 06:00:00+01:00,Postnord,0.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,1.272177994
2026-01-02 06:00:00+01:00,Airmee,1.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.3937159216
2026-01-02 07:00:00+01:00,ICA,0.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,1.384578611
2026-01-02 07:00:00+01:00,Mathem,0.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.9124684825
2026-01-02 07:00:00+01:00,Postnord,0.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,1.271836873
2026-01-02 07:00:00+01:00,Airmee,1.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.3791397195
2026-01-02 08:00:00+01:00,ICA,0.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,1.371400862
2026-01-02 08:00:00+01:00,Mathem,0.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.9258987391
2026-01-02 08:00:00+01:00,Postnord,0.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,1.282510612
2026-01-02 08:00:00+01:00,Airmee,0.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.37900711410000004
2026-01-02 09:00:00+01:00,ICA,0.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,1.413467976
2026-01-02 09:00:00+01:00,Mathem,0.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.9235148318
2026-01-02 09:00:00+01:00,Postnord,0.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,1.276076379
2026-01-02 09:00:00+01:00,Airmee,0.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.3830051724
2026-01-02 10:00:00+01:00,ICA,0.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,1.398068304
2026-01-02 10:00:00+01:00,Mathem,0.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.9242070949
2026-01-02 10:00:00+01:00,Postnord,0.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,1.278751073
2026-01-02 10:00:00+01:00,Airmee,0.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.3730526545
2026-01-02 11:00:00+01:00,ICA,0.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,1.2565407450000001
2026-01-02 11:00:00+01:00,Mathem,0.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.8152301373
2026-01-02 11:00:00+01:00,Postnord,0.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,1.081201079
2026-01-02 11:00:00+01:00,Airmee,0.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.3161108721
2026-01-02 12:00:00+01:00,ICA,0.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,1.269989007
2026-01-02 12:00:00+01:00,Mathem,0.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.8084984512
2026-01-02 12:00:00+01:00,Postnord,0.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,1.0925503799999998
2026-01-02 12:00:00+01:00,Airmee,0.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.3613440076
2026-01-02 13:00:00+01:00,ICA,0.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,1.276727525
2026-01-02 13:00:00+01:00,Mathem,0.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.8460875937
2026-01-02 13:00:00+01:00,Postnord,0.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,1.10640022
2026-01-02 13:00:00+01:00,Airmee,0.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.3348304005
2026-01-02 14:00:00+01:00,ICA,0.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,1.289654235
2026-01-02 14:00:00+01:00,Mathem,0.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.8480013804000001
2026-01-02 14:00:00+01:00,Postnord,0.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,1.134849754
2026-01-02 14:00:00+01:00,Airmee,0.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.3517458667
2026-01-02 15:00:00+01:00,ICA,0.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,1.312973033
2026-01-02 15:00:00+01:00,Mathem,0.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.8598726116000001
2026-01-02 15:00:00+01:00,Postnord,0.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,1.143707183
2026-01-02 15:00:00+01:00,Airmee,0.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.3424135128
2026-01-02 16:00:00+01:00,ICA,0.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,1.4780084839999998
2026-01-02 16:00:00+01:00,Mathem,0.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.9406923088
2026-01-02 16:00:00+01:00,Postnord,0.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,1.366679496
2026-01-02 16:00:00+01:00,Airmee,0.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.415650237
2026-01-02 17:00:00+01:00,ICA,0.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,1.466405479
2026-01-02 17:00:00+01:00,Mathem,0.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.9592572451
2026-01-02 17:00:00+01:00,Postnord,0.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,1.36875333
2026-01-02 17:00:00+01:00,Airmee,0.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.4299593763
2026-01-02 18:00:00+01:00,ICA,0.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,1.494711624
2026-01-02 18:00:00+01:00,Mathem,0.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.9759326143
2026-01-02 18:00:00+01:00,Postnord,0.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,1.404337546
2026-01-02 18:00:00+01:00,Airmee,0.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.4411407767
2026-01-02 19:00:00+01:00,ICA,0.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,1.466943927
2026-01-02 19:00:00+01:00,Mathem,0.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.9627979213
2026-01-02 19:00:00+01:00,Postnord,0.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,1.378850097
2026-01-02 19:00:00+01:00,Airmee,0.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.4446174327
2026-01-02 20:00:00+01:00,ICA,0.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,1.476862766
2026-01-02 20:00:00+01:00,Mathem,0.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.9734164043
2026-01-02 20:00:00+01:00,Postnord,0.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,1.376222233
2026-01-02 20:00:00+01:00,Airmee,1.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.4452469841
2026-01-02 21:00:00+01:00,ICA,0.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,1.303840879
2026-01-02 21:00:00+01:00,Mathem,0.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.8678950456
2026-01-02 21:00:00+01:00,Postnord,0.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,1.165648604
2026-01-02 21:00:00+01:00,Airmee,1.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.3607621342
2026-01-02 22:00:00+01:00,ICA,0.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,1.3193259370000001
2026-01-02 22:00:00+01:00,Mathem,1.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.8693868040999999
2026-01-02 22:00:00+01:00,Postnord,1.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,1.1568435799999999
2026-01-02 22:00:00+01:00,Airmee,1.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.3627801447
2026-01-02 23:00:00+01:00,ICA,1.0,1.0,2026-01-02 00:00:00+01:00,3.48,0.776,0.92,1.310639539
2026-01-02 23:00:00+01:00,Mathem,1.0,1.0,2026-01-02 00:00:00+01:00,1.134,0.286,0.92,0.8387444079
2026-01-02 23:00:00+01:00,Postnord,1.0,1.0,2026-01-02 00:00:00+01:00,1.5,0.418,0.92,1.130031668
2026-01-02 23:00:00+01:00,Airmee,1.0,1.0,2026-01-02 00:00:00+01:00,0.432,0.132,0.92,0.3491396111
2026-01-03 00:00:00+01:00,ICA,1.0,1.0,2026-01-03 00:00:00+01:00,3.48,0.776,0.92,0.8509766754
2026-01-03 00:00:00+01:00,Mathem,1.0,1.0,2026-01-03 00:00:00+01:00,1.134,0.286,0.92,0.5447223871
2026-01-03 00:00:00+01:00,Postnord,1.0,1.0,2026-01-03 00:00:00+01:00,1.5,0.418,0.92,0.4782050628
2026-01-03 00:00:00+01:00,Airmee,1.0,1.0,2026-01-03 00:00:00+01:00,0.432,0.132,0.92,0.199169039
2026-01-03 01:00:00+01:00,ICA,1.0,1.0,2026-01-03 00:00:00+01:00,3.48,0.776,0.92,0.8504080156
2026-01-03 01:00:00+01:00,Mathem,1.0,1.0,2026-01-03 00:00:00+01:00,1.134,0.286,0.92,0.5428170042
2026-01-03 01:00:00+01:00,Postnord,1.0,1.0,2026-01-03 00:00:00+01:00,1.5,0.418,0.92,0.4585257375
2026-01-03 01:00:00+01:00,Airmee,1.0,1.0,2026-01-03 00:00:00+01:00,0.432,0.132,0.92,0.1783945142
2026-01-03 02:00:00+01:00,ICA,1.0,1.0,2026-01-03 00:00:00+01:00,3.48,0.776,0.92,0.8441258405
2026-01-03 02:00:00+01:00,Mathem,1.0,1.0,2026-01-03 00:00:00+01:00,1.134,0.286,0.92,0.5392829874
2026-01-03 02:00:00+01:00,Postnord,1.0,1.0,2026-01-03 00:00:00+01:00,1.5,0.418,0.92,0.46078114740000004
2026-01-03 02:00:00+01:00,Airmee,1.0,1.0,2026-01-03 00:00:00+01:00,0.432,0.132,0.92,0.17367130420000002
2026-01-03 03:00:00+01:00,ICA,1.0,1.0,2026-01-03 00:00:00+01:00,3.48,0.776,0.92,0.8622057399
2026-01-03 03:00:00+01:00,Mathem,1.0,1.0,2026-01-03 00:00:00+01:00,1.134,0.286,0.92,0.5152380048
2026-01-03 03:00:00+01:00,Postnord,1.0,1.0,2026-01-03 00:00:00+01:00,1.5,0.418,0.92,0.45425169979999996
2026-01-03 03:00:00+01:00,Airmee,1.0,1.0,2026-01-03 00:00:00+01:00,0.432,0.132,0.92,0.1636120367
2026-01-03 04:00:00+01:00,ICA,1.0,1.0,2026-01-03 00:00:00+01:00,3.48,0.776,0.92,0.8024638651
2026-01-03 04:00:00+01:00,Mathem,1.0,1.0,2026-01-03 00:00:00+01:00,1.134,0.286,0.92,0.5338757587
2026-01-03 04:00:00+01:00,Postnord,0.0,1.0,2026-01-03 00:00:00+01:00,1.5,0.418,0.92,0.4454774018
